date,open,high,low,close,adjclose,changed,changep,volume
2014-10-16,183.06,187.58,182.89,186.27,172.0575,-0.148,-9e-4,270391488
2014-10-20,188.18,190.45,188.07,190.3,175.78,1.69,0.0097,130010813
2014-10-22,194.46,194.91,192.61,192.69,177.9876,-1.275,-0.0070999999999999995,151822409
2014-10-23,194.62,196.2,194.26,194.93,180.0567,2.069,0.0116,154944169
2014-10-24,195.25,196.49,194.49,196.43,181.4423,1.386,0.0077,117927286
2014-10-28,196.82,198.42,196.73,198.41,183.2712,2.078,0.0115,106735936
2014-10-30,197.57,199.95,197.4,199.38,184.1672,1.173,0.0064,113329976
2014-10-31,201.78,201.82,200.77,201.66,186.2732,2.106,0.011399999999999999,146902554
2014-11-03,201.92,202.45,201.305,201.77,186.3748,0.102,5e-4,93734143
2014-11-04,201.23,201.6,200.06,201.07,185.7282,-0.647,-0.0034999999999999996,93342777
2014-11-05,202.54,202.59,201.45,202.34,186.9013,1.173,0.0063,91708574
2014-11-10,203.39,204.04,203.13,203.98,188.4162,0.591,0.0031,66318964
2014-11-12,203.35,204.24,203.31,203.96,188.3977,-0.199,-0.0011,90120295
2014-11-17,203.85,204.58,203.65,204.37,188.7764,0.12,6e-4,80440954
2014-11-19,205.31,205.55,204.3,205.22,189.5616,-0.305,-0.0016,82373009
2014-11-25,207.54,207.79,206.8,207.11,191.3074,-0.139,-7.000000000000001e-4,79108301
2014-11-26,207.29,207.76,207.03,207.64,191.7969,0.49,0.0026,62167832
